"Country or Area","Year","Area","Type of housing unit","Tenure","Record Type","Reliability","Source Year","Value","Value Footnotes"
"France","2015","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","80455.5116473355",""
"France","2015","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","73845.4028806368",""
"France","2015","Total","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","37252",""
"France","2015","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2018","22247798.882439",""
"France","2015","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","11574340.0385523",""
"France","2015","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","10146915.2627531",""
"France","2015","Urban","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","495470.581133625",""
"France","2015","Urban","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","31073",""
"France","2015","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2018","22055715.043599",""
"France","2015","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","11548156.0561923",""
"France","2015","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","10075949.2135136",""
"France","2015","Urban","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","431609.773893097",""
"France","2015","Urban","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","0",""
"France","2015","Urban","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2018","192083.838840035",""
"France","2015","Urban","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","26183.982359988",""
"France","2015","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","70966.0492395194",""
"France","2015","Urban","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","63860.8072405281",""
"France","2015","Urban","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","31073",""
"France","2015","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2018","6053031.85772396",""
"France","2015","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","4747918.69253257",""
"France","2015","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","1159161.68679282",""
"France","2015","Rural","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","139772.47839857",""
"France","2015","Rural","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","6179",""
"France","2015","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2018","6012619.48255859",""
"France","2015","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","4733159.37541513",""
"France","2015","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","1149672.224385",""
"France","2015","Rural","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","129787.882758461",""
"France","2015","Rural","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","0",""
"France","2015","Rural","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2018","40412.3751653674",""
"France","2015","Rural","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","14759.3171174427",""
"France","2015","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","9489.46240781609",""
"France","2015","Rural","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","9984.59564010866",""
"France","2015","Rural","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","6179",""
"France","1999","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","24354131","30"
"France","1999","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","13332067","30"
"France","1999","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","9852208","30"
"France","1999","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","1123012","30"
"France","1999","Total","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","46844","30"
"France","1999","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2009","24025401","30"
"France","1999","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","13266346","30"
"France","1999","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","9722076","30"
"France","1999","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","1036979","30"
"France","1999","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2009","328730","30"
"France","1999","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","65721","30"
